event_date,year,district,event_type,actor1,actor2,fatalities,latitude,longitude,month,year_month,season,event_count,rolling_event_count_30d
2024-08-09,2024,Imphal West,Protests,Protesters,,0,25.13832415012084,94.0655534359625,8,2024-08,Monsoon,1,9.0
2024-08-14,2024,Imphal West,Riots,Protesters,Protesters,0,24.795767821220693,93.6011227169072,8,2024-08,Monsoon,1,10.0
2024-08-18,2024,Imphal West,Protests,Rebel Group A,State Forces,0,24.750227521832542,93.43220936480438,8,2024-08,Monsoon,1,8.0
2024-08-20,2024,Imphal West,Protests,Rebel Group B,Unidentified Armed Group,0,24.9380442219542,93.56122332185797,8,2024-08,Monsoon,1,8.0
2024-08-26,2024,Imphal West,Protests,Rebel Group B,Rebel Group A,0,24.41287712806086,93.724341486915,8,2024-08,Monsoon,1,8.0
2024-08-29,2024,Imphal West,Protests,Unidentified Armed Group,,0,24.50300018241049,94.03163133593192,8,2024-08,Monsoon,1,7.0
2024-09-10,2024,Imphal West,Protests,Protesters,Protesters,0,24.66406308131208,94.4713580910653,9,2024-09,Monsoon,1,6.0
2024-09-21,2024,Imphal West,Explosions/Remote violence,Rebel Group B,Rebel Group B,2,25.281495311615025,93.85798249637789,9,2024-09,Monsoon,1,4.0
2024-09-26,2024,Imphal West,Explosions/Remote violence,Civilians,Protesters,1,24.726829182824424,93.8027067341582,9,2024-09,Monsoon,1,4.0
2024-10-12,2024,Imphal West,Battles,Unidentified Armed Group,Protesters,1,25.216626249399354,94.07284155292024,10,2024-10,Post-Monsoon,1,3.0
2024-10-19,2024,Imphal West,Explosions/Remote violence,Rebel Group A,,1,24.69332257868096,94.02984250201496,10,2024-10,Post-Monsoon,1,4.0
2024-10-27,2024,Imphal West,Protests,State Forces,State Forces,0,24.83191950713756,93.6121853699126,10,2024-10,Post-Monsoon,1,3.0
2024-10-30,2024,Imphal West,Protests,State Forces,Rebel Group B,0,24.76821503493674,93.71010772907697,10,2024-10,Post-Monsoon,1,4.0
2024-11-23,2024,Imphal West,Protests,Unidentified Armed Group,Civilians,0,24.636159788390792,94.07718920768792,11,2024-11,Post-Monsoon,1,3.0
2024-11-28,2024,Imphal West,Protests,State Forces,,0,24.76193790339506,93.90231472055244,11,2024-11,Post-Monsoon,1,3.0
2024-12-03,2024,Imphal West,Battles,Rebel Group B,,5,24.86434529159317,94.03514332207224,12,2024-12,Winter,1,3.0
2024-12-13,2024,Imphal West,Violence against civilians,Unidentified Armed Group,Civilians,0,24.83122106518344,93.87760587398418,12,2024-12,Winter,1,4.0
2024-12-13,2024,Imphal West,Violence against civilians,Unidentified Armed Group,Civilians,0,24.83122106518344,93.87760587398418,12,2024-12,Winter,1,5.0
2024-12-13,2024,Imphal West,Explosions/Remote violence,Rebel Group B,Rebel Group A,1,24.974375404914284,93.65884602356608,12,2024-12,Winter,1,4.0
2024-12-13,2024,Imphal West,Explosions/Remote violence,Rebel Group B,Rebel Group A,1,24.974375404914284,93.65884602356608,12,2024-12,Winter,1,5.0
2025-01-05,2025,Imphal West,Riots,State Forces,Unidentified Armed Group,2,25.379412640782952,93.8852568608592,1,2025-01,Winter,1,3.0
2025-01-08,2025,Imphal West,Protests,State Forces,,0,24.751396350408196,93.42518871587218,1,2025-01,Winter,1,4.0
2025-01-18,2025,Imphal West,Riots,Rebel Group A,Protesters,1,24.702853275146836,93.69176079201448,1,2025-01,Winter,1,3.0
2025-01-19,2025,Imphal West,Strategic developments,Rebel Group B,,0,24.88122812323906,93.5630783663864,1,2025-01,Winter,1,4.0
2025-01-25,2025,Imphal West,Battles,Protesters,Rebel Group A,3,24.73314776101104,93.02246680628193,1,2025-01,Winter,1,5.0
2025-01-28,2025,Imphal West,Battles,State Forces,,1,25.03130341442738,93.91796043077368,1,2025-01,Winter,1,6.0
2025-02-01,2025,Imphal West,Strategic developments,State Forces,,0,24.812668922089685,93.91154740239767,2,2025-02,Winter,1,7.0
2025-02-04,2025,Imphal West,Violence against civilians,State Forces,Rebel Group B,0,24.76018226724679,93.2794777782306,2,2025-02,Winter,1,7.0
2025-02-12,2025,Imphal West,Battles,Rebel Group A,Civilians,5,24.65255113631796,93.73660711835872,2,2025-02,Winter,1,7.0
2025-02-16,2025,Imphal West,Battles,Rebel Group B,Rebel Group B,2,25.244183014229204,94.07139607143549,2,2025-02,Winter,1,8.0
2025-02-17,2025,Imphal West,Violence against civilians,Protesters,Unidentified Armed Group,1,24.86835109702363,94.01395780508705,2,2025-02,Winter,1,8.0
2025-02-21,2025,Imphal West,Battles,State Forces,Rebel Group A,1,25.43126564989258,93.82979975265442,2,2025-02,Winter,1,8.0
2025-03-01,2025,Imphal West,Protests,Civilians,State Forces,0,25.22128512574069,93.33749355695431,3,2025-03,Pre-Monsoon,1,7.0
2025-03-10,2025,Imphal West,Protests,Unidentified Armed Group,Protesters,0,25.166096206910986,94.5175583077042,3,2025-03,Pre-Monsoon,1,6.0
2025-03-11,2025,Imphal West,Riots,Protesters,,0,24.880792357254293,93.60979083528596,3,2025-03,Pre-Monsoon,1,7.0
2025-03-14,2025,Imphal West,Strategic developments,Rebel Group B,,0,25.02032996985424,94.01630190772048,3,2025-03,Pre-Monsoon,1,7.0
2025-03-16,2025,Imphal West,Explosions/Remote violence,Unidentified Armed Group,State Forces,2,25.389179327302,93.38850076132525,3,2025-03,Pre-Monsoon,1,8.0
2025-03-17,2025,Imphal West,Riots,Civilians,,0,24.827111143677254,94.21891987068383,3,2025-03,Pre-Monsoon,1,9.0
2025-03-27,2025,Imphal West,Riots,Rebel Group A,Civilians,0,24.78645527739113,93.63856813008736,3,2025-03,Pre-Monsoon,1,7.0
2025-04-06,2025,Imphal West,Explosions/Remote violence,Rebel Group B,,0,24.86126577577223,93.7501869576674,4,2025-04,Pre-Monsoon,1,7.0
2025-04-15,2025,Imphal West,Violence against civilians,Rebel Group A,State Forces,1,24.961668808016547,93.76871285690396,4,2025-04,Pre-Monsoon,1,4.0
2025-04-22,2025,Imphal West,Strategic developments,Rebel Group B,Unidentified Armed Group,0,24.94881129246386,94.13240038064234,4,2025-04,Pre-Monsoon,1,4.0
2025-04-27,2025,Imphal West,Protests,Rebel Group A,State Forces,0,24.757551460365267,93.50148582304594,4,2025-04,Pre-Monsoon,1,4.0
2025-04-30,2025,Imphal West,Protests,State Forces,,0,25.11378062172173,93.4793431612852,4,2025-04,Pre-Monsoon,1,5.0
2025-05-01,2025,Imphal West,Battles,Unidentified Armed Group,State Forces,2,24.904343292470813,94.21020881665244,5,2025-05,Pre-Monsoon,1,6.0
2025-05-02,2025,Imphal West,Battles,State Forces,Protesters,3,24.955121566237853,93.82847016131056,5,2025-05,Pre-Monsoon,1,7.0
2025-05-02,2025,Imphal West,Battles,State Forces,Protesters,3,24.955121566237853,93.82847016131056,5,2025-05,Pre-Monsoon,1,8.0
2025-05-02,2025,Imphal West,Violence against civilians,State Forces,Rebel Group B,1,24.854504626094407,94.1578285669619,5,2025-05,Pre-Monsoon,1,7.0
2025-05-02,2025,Imphal West,Violence against civilians,State Forces,Rebel Group B,1,24.854504626094407,94.1578285669619,5,2025-05,Pre-Monsoon,1,8.0
2025-05-06,2025,Imphal West,Battles,Rebel Group A,State Forces,1,25.02621624361358,94.05011696898076,5,2025-05,Pre-Monsoon,1,8.0
2025-05-09,2025,Imphal West,Riots,Protesters,Protesters,1,25.062907033507432,93.3789849658533,5,2025-05,Pre-Monsoon,1,9.0
2025-05-15,2025,Imphal West,Protests,Protesters,,0,24.59566968080377,93.5978239205016,5,2025-05,Pre-Monsoon,1,9.0
2025-05-18,2025,Imphal West,Riots,Unidentified Armed Group,,0,24.78954794126652,93.97489107721528,5,2025-05,Pre-Monsoon,1,10.0
2025-05-18,2025,Imphal West,Riots,Unidentified Armed Group,,0,24.78954794126652,93.97489107721528,5,2025-05,Pre-Monsoon,1,11.0
2025-05-18,2025,Imphal West,Protests,Unidentified Armed Group,State Forces,0,24.852705521816198,93.868220025398,5,2025-05,Pre-Monsoon,1,10.0
2025-05-18,2025,Imphal West,Protests,Unidentified Armed Group,State Forces,0,24.852705521816198,93.868220025398,5,2025-05,Pre-Monsoon,1,11.0
2025-05-19,2025,Imphal West,Battles,Civilians,,2,24.66460747676364,94.1140674188257,5,2025-05,Pre-Monsoon,1,12.0
2025-06-04,2025,Imphal West,Battles,Rebel Group B,Civilians,2,24.78130060728073,93.58343100710584,6,2025-06,Monsoon,1,7.0
2025-06-27,2025,Imphal West,Protests,Protesters,Rebel Group B,0,25.20381905902901,94.2272019424822,6,2025-06,Monsoon,1,2.0
2025-06-30,2025,Imphal West,Riots,Rebel Group B,,1,24.994315173747765,93.85273477630574,6,2025-06,Monsoon,1,3.0
2025-07-15,2025,Imphal West,Battles,State Forces,Unidentified Armed Group,2,25.040257591449983,93.88243274803456,7,2025-07,Monsoon,1,3.0
2025-07-20,2025,Imphal West,Riots,Rebel Group A,Rebel Group A,1,24.462908573008832,94.37018853398916,7,2025-07,Monsoon,1,4.0
2025-07-21,2025,Imphal West,Violence against civilians,Protesters,State Forces,1,24.829310278015644,93.98662716178,7,2025-07,Monsoon,1,5.0
2025-07-29,2025,Imphal West,Riots,State Forces,Unidentified Armed Group,0,25.100055045445814,93.45972442872666,7,2025-07,Monsoon,1,5.0
2025-08-10,2025,Imphal West,Explosions/Remote violence,Rebel Group B,Rebel Group A,2,24.87092164142072,94.31036728767992,8,2025-08,Monsoon,1,5.0
2025-08-20,2025,Imphal West,Protests,Civilians,State Forces,0,25.36676711304376,94.18104552863548,8,2025-08,Monsoon,1,3.0
2025-08-21,2025,Imphal West,Battles,Protesters,,1,24.93447151116553,94.01065112910878,8,2025-08,Monsoon,1,4.0
2025-08-27,2025,Imphal West,Violence against civilians,Rebel Group A,Protesters,0,24.57763395355123,93.65565784289568,8,2025-08,Monsoon,1,5.0
2025-08-27,2025,Imphal West,Violence against civilians,Rebel Group A,Protesters,0,24.57763395355123,93.65565784289568,8,2025-08,Monsoon,1,6.0
2025-08-27,2025,Imphal West,Riots,Rebel Group A,,0,24.48289254547352,94.02181485565424,8,2025-08,Monsoon,1,5.0
2025-08-27,2025,Imphal West,Riots,Rebel Group A,,0,24.48289254547352,94.02181485565424,8,2025-08,Monsoon,1,6.0
2025-08-28,2025,Imphal West,Protests,Rebel Group A,State Forces,0,24.60391538885468,93.34443746479658,8,2025-08,Monsoon,1,6.0
2025-08-28,2025,Imphal West,Protests,Rebel Group A,State Forces,0,24.60391538885468,93.34443746479658,8,2025-08,Monsoon,1,7.0
2025-08-28,2025,Imphal West,Protests,Rebel Group B,State Forces,0,24.62823635514117,93.5720878313557,8,2025-08,Monsoon,1,6.0
2025-08-28,2025,Imphal West,Protests,Rebel Group B,State Forces,0,24.62823635514117,93.5720878313557,8,2025-08,Monsoon,1,7.0
2025-09-03,2025,Imphal West,Protests,Rebel Group B,Protesters,0,24.58497122588356,93.8111375961117,9,2025-09,Monsoon,1,8.0
2025-09-10,2025,Imphal West,Explosions/Remote violence,Unidentified Armed Group,,2,24.95471017147201,94.03676609018964,9,2025-09,Monsoon,1,8.0
2025-09-15,2025,Imphal West,Violence against civilians,State Forces,State Forces,0,24.7167735523674,93.46207160779292,9,2025-09,Monsoon,1,9.0
2025-09-22,2025,Imphal West,Riots,Rebel Group B,Rebel Group A,0,24.432600090944263,93.60032247417956,9,2025-09,Monsoon,1,8.0
2025-09-26,2025,Imphal West,Riots,Rebel Group A,,1,24.54352198702416,94.23381836921492,9,2025-09,Monsoon,1,7.0
2025-10-07,2025,Imphal West,Protests,Protesters,Civilians,0,24.529101002033368,93.7198494683512,10,2025-10,Post-Monsoon,1,5.0
2025-10-31,2025,Imphal West,Explosions/Remote violence,State Forces,Civilians,4,25.097146555731783,93.75567248938069,10,2025-10,Post-Monsoon,1,2.0
2025-10-31,2025,Imphal West,Explosions/Remote violence,State Forces,Civilians,4,25.097146555731783,93.75567248938069,10,2025-10,Post-Monsoon,1,3.0
2025-10-31,2025,Imphal West,Violence against civilians,State Forces,,0,25.08318725118002,94.19281593299873,10,2025-10,Post-Monsoon,1,2.0
2025-10-31,2025,Imphal West,Violence against civilians,State Forces,,0,25.08318725118002,94.19281593299873,10,2025-10,Post-Monsoon,1,3.0
2025-11-01,2025,Imphal West,Battles,Civilians,,0,24.600033172606285,94.13548330972692,11,2025-11,Post-Monsoon,1,4.0
2025-11-07,2025,Imphal West,Protests,Rebel Group B,,0,24.763549572911028,93.97423204637336,11,2025-11,Post-Monsoon,1,4.0
2025-11-08,2025,Imphal West,Riots,Protesters,,0,24.749203795146613,94.21375349168687,11,2025-11,Post-Monsoon,1,5.0
2025-11-08,2025,Imphal West,Riots,Protesters,,0,24.749203795146613,94.21375349168687,11,2025-11,Post-Monsoon,1,6.0
2025-11-08,2025,Imphal West,Violence against civilians,Protesters,Protesters,0,24.4010319823657,94.03471784587067,11,2025-11,Post-Monsoon,1,5.0
2025-11-08,2025,Imphal West,Violence against civilians,Protesters,Protesters,0,24.4010319823657,94.03471784587067,11,2025-11,Post-Monsoon,1,6.0
2025-11-18,2025,Imphal West,Explosions/Remote violence,Unidentified Armed Group,,3,25.01025550690378,94.08284828843334,11,2025-11,Post-Monsoon,1,7.0
2025-11-20,2025,Imphal West,Battles,Unidentified Armed Group,Rebel Group B,0,24.67420341928409,93.59699928443692,11,2025-11,Post-Monsoon,1,8.0
2025-12-01,2025,Imphal West,Protests,Civilians,Rebel Group B,0,24.86788504201529,94.09029989004978,12,2025-12,Winter,1,6.0
2025-12-01,2025,Imphal West,Protests,Civilians,Rebel Group B,0,24.86788504201529,94.09029989004978,12,2025-12,Winter,1,7.0
2025-12-01,2025,Imphal West,Protests,Protesters,,0,24.74815433185944,94.01048116589574,12,2025-12,Winter,1,6.0
2025-12-01,2025,Imphal West,Protests,Protesters,,0,24.74815433185944,94.01048116589574,12,2025-12,Winter,1,7.0
2025-12-02,2025,Imphal West,Violence against civilians,State Forces,Unidentified Armed Group,1,24.630423246608288,94.18636645809676,12,2025-12,Winter,1,8.0
2025-12-06,2025,Imphal West,Protests,Rebel Group A,Civilians,0,25.129447208132557,93.7547323973386,12,2025-12,Winter,1,9.0
2025-12-08,2025,Imphal West,Protests,Unidentified Armed Group,Unidentified Armed Group,0,24.50165528882402,93.8845556699694,12,2025-12,Winter,1,7.0
2025-12-14,2025,Imphal West,Protests,Rebel Group A,Protesters,0,24.98148020465018,94.20013528019538,12,2025-12,Winter,1,8.0
2025-12-15,2025,Imphal West,Riots,Rebel Group B,Civilians,1,24.66118210407569,93.98283229278628,12,2025-12,Winter,1,9.0
2025-12-19,2025,Imphal West,Violence against civilians,Rebel Group B,Unidentified Armed Group,0,24.71687366116261,93.69388076812176,12,2025-12,Winter,1,9.0
2025-12-23,2025,Imphal West,Strategic developments,Protesters,Rebel Group A,0,25.160398437879884,93.92610120391346,12,2025-12,Winter,1,9.0
2025-12-28,2025,Imphal West,Riots,Rebel Group A,,1,24.55115802009577,93.71005114529432,12,2025-12,Winter,1,10.0
2026-01-02,2026,Imphal West,Protests,State Forces,Protesters,0,25.064808637512037,94.0719487171334,1,2026-01,Winter,1,8.0
2026-01-13,2026,Imphal West,Protests,Rebel Group B,,0,24.7674977915901,94.2616050550951,1,2026-01,Winter,1,6.0
2026-01-14,2026,Imphal West,Riots,Rebel Group A,Rebel Group B,0,24.79242631128232,93.45615222258223,1,2026-01,Winter,1,6.0
2026-01-14,2026,Imphal West,Riots,Rebel Group A,Rebel Group B,0,24.79242631128232,93.45615222258223,1,2026-01,Winter,1,7.0
2026-01-14,2026,Imphal West,Protests,Protesters,Protesters,0,24.95924044035493,94.06007484007792,1,2026-01,Winter,1,6.0
2026-01-14,2026,Imphal West,Protests,Protesters,Protesters,0,24.95924044035493,94.06007484007792,1,2026-01,Winter,1,7.0
2026-01-16,2026,Imphal West,Battles,Protesters,Rebel Group B,3,24.812285518044263,93.52583868298512,1,2026-01,Winter,1,8.0
2026-01-21,2026,Imphal West,Battles,Protesters,State Forces,0,25.468998301472663,93.99664729958724,1,2026-01,Winter,1,8.0
2026-01-31,2026,Imphal West,Explosions/Remote violence,Rebel Group B,Civilians,3,24.62150079730449,93.85892410434828,1,2026-01,Winter,1,7.0
2026-02-13,2026,Imphal West,Explosions/Remote violence,State Forces,Civilians,0,24.891753601514168,93.66875202983373,2,2026-02,Winter,1,4.0
2026-02-15,2026,Imphal West,Protests,Rebel Group A,,0,24.62040174303976,93.99529031179723,2,2026-02,Winter,1,4.0
2026-02-23,2026,Imphal West,Battles,Rebel Group B,Unidentified Armed Group,1,24.263118022194977,94.20606307109114,2,2026-02,Winter,1,4.0
2026-02-25,2026,Imphal West,Strategic developments,Protesters,Unidentified Armed Group,0,24.847886325096677,93.78642615852996,2,2026-02,Winter,1,5.0
2026-03-03,2026,Imphal West,Strategic developments,State Forces,Rebel Group B,0,25.045109628346413,93.821072900113,3,2026-03,Pre-Monsoon,1,5.0
2026-03-08,2026,Imphal West,Riots,Rebel Group B,,0,24.33369916963445,93.66083054886616,3,2026-03,Pre-Monsoon,1,6.0
2011-06-05,2011,Jiribam,Riots,Rebel Group B,Rebel Group A,1,24.85938730822213,93.9110670454483,6,2011-06,Monsoon,1,1.0
2012-05-25,2012,Jiribam,Protests,Unidentified Armed Group,Rebel Group B,0,24.84501065824095,94.0349035475058,5,2012-05,Pre-Monsoon,1,1.0
2012-07-27,2012,Jiribam,Protests,Rebel Group A,Protesters,0,24.86461467902508,94.17733749023924,7,2012-07,Monsoon,1,1.0
2012-12-25,2012,Jiribam,Battles,Protesters,State Forces,4,24.16949742493326,93.7476265513051,12,2012-12,Winter,1,1.0
2013-03-12,2013,Jiribam,Strategic developments,Rebel Group A,Rebel Group B,0,24.463248034379102,93.94921572869214,3,2013-03,Pre-Monsoon,1,1.0
2013-04-30,2013,Jiribam,Protests,Protesters,Rebel Group A,0,24.60122298807484,94.17634356780508,4,2013-04,Pre-Monsoon,1,1.0
2013-07-01,2013,Jiribam,Protests,Protesters,,0,24.33889806247327,93.62594848352369,7,2013-07,Monsoon,1,1.0
2013-11-09,2013,Jiribam,Strategic developments,Rebel Group A,Rebel Group B,0,24.445108703584065,93.38553313955002,11,2013-11,Post-Monsoon,1,1.0
2013-12-08,2013,Jiribam,Protests,Protesters,Protesters,0,24.9909902475829,94.31114961740616,12,2013-12,Winter,1,2.0
2013-12-22,2013,Jiribam,Riots,Civilians,,0,24.865847824343472,93.94284656786414,12,2013-12,Winter,1,2.0
2014-01-06,2014,Jiribam,Riots,Protesters,State Forces,0,25.20030304656955,94.5550243774646,1,2014-01,Winter,1,3.0
2014-04-28,2014,Jiribam,Explosions/Remote violence,Rebel Group B,Unidentified Armed Group,1,25.06329083317293,94.2149515091604,4,2014-04,Pre-Monsoon,1,1.0
2014-12-28,2014,Jiribam,Protests,Civilians,Unidentified Armed Group,0,24.63801289180497,93.65949270947472,12,2014-12,Winter,1,1.0
2015-01-24,2015,Jiribam,Riots,Rebel Group B,,1,24.49914808121494,93.61650747100023,1,2015-01,Winter,1,2.0
2015-01-26,2015,Jiribam,Riots,State Forces,Rebel Group B,0,24.583794045272235,94.41310048460208,1,2015-01,Winter,1,3.0
2015-02-04,2015,Jiribam,Battles,Rebel Group B,Protesters,1,24.99000640653447,94.10181399029511,2,2015-02,Winter,1,3.0
2015-02-17,2015,Jiribam,Strategic developments,Rebel Group A,State Forces,0,24.908788007331356,94.32559930119194,2,2015-02,Winter,1,4.0
2015-02-23,2015,Jiribam,Protests,Civilians,,0,24.784024819239114,94.28623619744783,2,2015-02,Winter,1,4.0
2015-03-13,2015,Jiribam,Protests,State Forces,Civilians,0,24.82074053133592,93.87291303167764,3,2015-03,Pre-Monsoon,1,3.0
2015-04-24,2015,Jiribam,Battles,Protesters,,4,24.4739615965434,93.83462031589868,4,2015-04,Pre-Monsoon,1,1.0
2015-05-11,2015,Jiribam,Protests,Civilians,State Forces,0,24.711618388866807,94.00974039654156,5,2015-05,Pre-Monsoon,1,2.0
2015-06-13,2015,Jiribam,Battles,State Forces,,0,24.80143078395369,94.16213350474752,6,2015-06,Monsoon,1,1.0
2015-06-22,2015,Jiribam,Strategic developments,Rebel Group B,Rebel Group A,0,24.70189472347712,93.6554903340368,6,2015-06,Monsoon,1,2.0
2015-08-21,2015,Jiribam,Protests,Rebel Group B,,0,24.955412921520104,94.08394096833504,8,2015-08,Monsoon,1,1.0
2015-11-04,2015,Jiribam,Explosions/Remote violence,Unidentified Armed Group,Rebel Group A,2,24.21069930373713,93.98778341331546,11,2015-11,Post-Monsoon,1,1.0
2015-11-26,2015,Jiribam,Battles,Civilians,Unidentified Armed Group,4,24.62927754608845,94.3888568975188,11,2015-11,Post-Monsoon,1,2.0
2015-12-04,2015,Jiribam,Protests,Protesters,Rebel Group B,0,24.49479436450478,93.43979781057386,12,2015-12,Winter,1,2.0
2016-02-04,2016,Jiribam,Protests,Protesters,State Forces,0,24.866607083503567,93.90023421241244,2,2016-02,Winter,1,1.0
2016-03-21,2016,Jiribam,Battles,Unidentified Armed Group,State Forces,2,24.67068465403976,93.7948153373776,3,2016-03,Pre-Monsoon,1,1.0
2016-04-13,2016,Jiribam,Protests,Rebel Group B,,0,24.381069982089567,93.66653263356086,4,2016-04,Pre-Monsoon,1,2.0
2016-07-26,2016,Jiribam,Riots,Rebel Group A,Protesters,0,24.98149588826635,93.85800214390515,7,2016-07,Monsoon,1,1.0
2016-08-07,2016,Jiribam,Strategic developments,Rebel Group B,,0,24.973969735662813,93.73320830219971,8,2016-08,Monsoon,1,2.0
2016-09-10,2016,Jiribam,Protests,State Forces,,0,24.44430691663714,93.42655879254563,9,2016-09,Monsoon,1,1.0
2016-12-25,2016,Jiribam,Explosions/Remote violence,Rebel Group B,,1,25.22030472502777,93.98906040270772,12,2016-12,Winter,1,1.0
2017-03-23,2017,Jiribam,Protests,Rebel Group B,State Forces,0,24.675652494929253,93.83004951939516,3,2017-03,Pre-Monsoon,1,1.0
2017-04-17,2017,Jiribam,Protests,Rebel Group B,Civilians,0,24.792088272054052,93.8576957162611,4,2017-04,Pre-Monsoon,1,2.0
2017-05-23,2017,Jiribam,Protests,Rebel Group A,Unidentified Armed Group,0,24.64610062679109,94.12368859149606,5,2017-05,Pre-Monsoon,1,1.0
2017-07-09,2017,Jiribam,Battles,State Forces,,6,24.67999717062689,93.8135048672022,7,2017-07,Monsoon,1,1.0
2017-07-26,2017,Jiribam,Riots,Protesters,Rebel Group B,0,24.84664576635388,94.12153800446342,7,2017-07,Monsoon,1,2.0
2017-08-31,2017,Jiribam,Protests,Civilians,,0,25.41400885405575,94.24922188865574,8,2017-08,Monsoon,1,1.0
2017-09-23,2017,Jiribam,Violence against civilians,Rebel Group A,Civilians,1,24.792734997195776,94.39066921930896,9,2017-09,Monsoon,1,2.0
2017-09-30,2017,Jiribam,Violence against civilians,Unidentified Armed Group,Rebel Group A,0,25.404445668073816,94.19133693694104,9,2017-09,Monsoon,1,2.0
2017-10-02,2017,Jiribam,Battles,Civilians,,2,24.67686897796277,93.782806631503,10,2017-10,Post-Monsoon,1,3.0
2017-10-13,2017,Jiribam,Explosions/Remote violence,Civilians,Unidentified Armed Group,1,24.757784238239484,93.61614790614776,10,2017-10,Post-Monsoon,1,4.0
2017-11-12,2017,Jiribam,Riots,State Forces,,0,24.97135651229767,93.81410024623204,11,2017-11,Post-Monsoon,1,1.0
2017-11-15,2017,Jiribam,Riots,Protesters,Rebel Group B,0,24.835398150855838,94.62864589542389,11,2017-11,Post-Monsoon,1,2.0
2017-12-04,2017,Jiribam,Protests,Civilians,Unidentified Armed Group,0,24.409978905187288,93.88067224612124,12,2017-12,Winter,1,3.0
2018-01-18,2018,Jiribam,Strategic developments,State Forces,Unidentified Armed Group,0,25.147497014198912,93.95588532798506,1,2018-01,Winter,1,1.0
2018-01-21,2018,Jiribam,Strategic developments,Rebel Group B,Protesters,0,24.59131599864545,93.9952414745482,1,2018-01,Winter,1,2.0
2018-02-14,2018,Jiribam,Protests,Protesters,Civilians,0,24.76879543165405,94.1857566321757,2,2018-02,Winter,1,3.0
2018-03-21,2018,Jiribam,Protests,Rebel Group B,Protesters,0,24.660360528994,93.80086772318748,3,2018-03,Pre-Monsoon,1,1.0
2018-09-18,2018,Jiribam,Protests,Unidentified Armed Group,State Forces,0,24.93819302951664,93.72842991639088,9,2018-09,Monsoon,1,1.0
2018-11-06,2018,Jiribam,Riots,Unidentified Armed Group,,0,25.020905393926185,93.9476661711396,11,2018-11,Post-Monsoon,1,1.0
2019-01-08,2019,Jiribam,Battles,State Forces,,0,24.807314890808964,94.16771039429877,1,2019-01,Winter,1,1.0
2019-01-28,2019,Jiribam,Explosions/Remote violence,Rebel Group A,Unidentified Armed Group,2,24.783560175166176,94.13839632204096,1,2019-01,Winter,1,2.0
2019-02-15,2019,Jiribam,Riots,Rebel Group B,,0,24.329853632003463,94.19463932457546,2,2019-02,Winter,1,2.0
2019-02-23,2019,Jiribam,Violence against civilians,Rebel Group B,Unidentified Armed Group,0,25.108507217871445,94.08175727628448,2,2019-02,Winter,1,3.0
2019-03-03,2019,Jiribam,Protests,Rebel Group B,Civilians,0,24.697501896135517,93.62170485970336,3,2019-03,Pre-Monsoon,1,3.0
2019-03-12,2019,Jiribam,Protests,Unidentified Armed Group,,0,24.60263569733539,93.6193547022588,3,2019-03,Pre-Monsoon,1,4.0
2019-03-18,2019,Jiribam,Protests,Protesters,Rebel Group B,0,24.969106081640607,93.9195813904778,3,2019-03,Pre-Monsoon,1,4.0
2019-03-21,2019,Jiribam,Protests,Unidentified Armed Group,,0,24.67877934492144,93.96008695189737,3,2019-03,Pre-Monsoon,1,5.0
2019-04-07,2019,Jiribam,Riots,Rebel Group A,,1,25.096473886900988,93.90989904116422,4,2019-04,Pre-Monsoon,1,4.0
2019-04-09,2019,Jiribam,Strategic developments,Protesters,,0,24.628039795258783,93.96572911385856,4,2019-04,Pre-Monsoon,1,5.0
2019-05-13,2019,Jiribam,Riots,Unidentified Armed Group,Unidentified Armed Group,0,24.596010339340086,93.5845064490514,5,2019-05,Pre-Monsoon,1,1.0
2019-05-16,2019,Jiribam,Violence against civilians,Unidentified Armed Group,Protesters,1,24.70642692797796,93.08948801335112,5,2019-05,Pre-Monsoon,1,2.0
2019-06-25,2019,Jiribam,Battles,Unidentified Armed Group,Protesters,2,25.05287125094033,94.63112538774624,6,2019-06,Monsoon,1,1.0
2019-06-29,2019,Jiribam,Riots,Rebel Group A,,0,24.903935343597468,94.41402403511798,6,2019-06,Monsoon,1,2.0
2019-07-06,2019,Jiribam,Protests,Rebel Group B,Rebel Group B,0,24.796163458644696,93.36277088832138,7,2019-07,Monsoon,1,3.0
2019-07-24,2019,Jiribam,Protests,Unidentified Armed Group,Rebel Group B,0,25.122337896161227,93.8613095687474,7,2019-07,Monsoon,1,4.0
2019-08-28,2019,Jiribam,Explosions/Remote violence,Rebel Group B,Rebel Group A,4,25.061721462079,93.4474003587186,8,2019-08,Monsoon,1,1.0
2019-09-01,2019,Jiribam,Violence against civilians,State Forces,Rebel Group A,0,24.85902353666106,93.89464084164668,9,2019-09,Monsoon,1,2.0
2019-09-03,2019,Jiribam,Riots,State Forces,Protesters,0,24.909950421301257,94.140535963795,9,2019-09,Monsoon,1,3.0
2019-09-11,2019,Jiribam,Riots,Rebel Group A,Protesters,2,24.32636838864757,94.19510790135404,9,2019-09,Monsoon,1,4.0
2019-10-14,2019,Jiribam,Battles,Civilians,Unidentified Armed Group,1,25.02602250606653,94.74722392669692,10,2019-10,Post-Monsoon,1,1.0
2019-10-21,2019,Jiribam,Battles,Civilians,,1,24.747163766464947,94.15124500654404,10,2019-10,Post-Monsoon,1,2.0
